WKT;fid;PG;GKZ;PLZ;Adresse Ge;Lat;Lon;PG_1;GKZ_1;Gemeinde;layer;path;fid_2;id;name;osm_id;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((463565.455321712 5355106.18582515,462979.182195989 5356406.05750623));414;Wartberg ob der Aist;40624;4224;Hauptstra�e 5;48.348.082.800.000.000;14.508.254.100.000.000;Waldkirchen am Wesen;41428;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;422;684;UW Friensdorf;;9142;y;n;n;1425,97
MULTILINESTRING ((103004.048405534 5271421.38887337,103587.749544496 5272721.76117978));49;;80224;6923;Hofsteigstra�e 2a;47.474.980.299.999.900;9.730.611.700.000.000;;;Lauterach;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;529;576;UW Rieden;;9252;y;n;n;1425,37
MULTILINESTRING ((357343.800612484 5284680.14246656,356169.858290043 5285460.95153792));45;Kaprun;50606;5411;Halleiner Landesstraße 51;47.699.745.499.999.900;13.098.577.410.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;437;56;UW Oberalm;;9157;y;n;n;1409,89
MULTILINESTRING ((619689.398262356 5314697.82600118,620005.939157914 5316069.14408439));290;Mannersdorf am Leithagebirge;30716;2452;Hauptstra�e 48;47.974.386.000.000.000;16.603.739.999.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;145;342;UW Mannersdorf;;4235;y;n;n;1407,38
MULTILINESTRING ((178524.783311297 5268215.54967008,179809.125080974 5268785.67404358));28;Breitenwang;70805;6600;Max-Kerber-Platz 1;47.487.872.699.999.900;10.732.144.500.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;501;541;Reutte;;9223;y;n;n;1405,2
MULTILINESTRING ((394514.432043947 5208088.69399501,393917.860365966 5209359.00345654));96;Rennweg am Katschberg;20632;9862;Rennweg 51;47.017.905.599.999.900;13.612.025.800.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;297;510;UW Rennweg;;9015;y;n;n;1403,42
MULTILINESTRING ((552469.795589678 5216994.93311999,553518.66429649 5217924.55140445));133;Mariazell;62142;8200;Ludersdorf 114;47.104.374.399.999.900;15.691.508.799.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;167;221;UW Gleidorf;;4257;y;n;n;1401,54
MULTILINESTRING ((602618.164925381 5303503.99067744,601338.115790844 5302949.99013091));79;Ebenfurth;32304;2603;Hauptstra�e 39;47.876.666.350.000.000;16.372.406.649.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;361;173;UW Ebenfurth;;9080;y;n;n;1394,79
MULTILINESTRING ((196124.328781809 5243670.66215429,194897.86462007 5243012.10483489));224;Stams;70221;6422;Wengeweg 4;47.276.010.950.000.000;10.981.984.320.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;512;529;UW Silz;;9234;y;y;n;1392,09
MULTILINESTRING ((408102.810220241 5309239.74737801,409279.106967656 5308504.66845618));258;Pischelsdorf am Engelbach;40432;4812;Moosweg 3;47.929.885.100.000.000;13.769.716.499.999.900;Pierbach;40613;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;411;23;UW Gmunden;;9131;y;n;n;1387,09
MULTILINESTRING ((1085484.90449348 5340436.69139337,1084935.03663493 5341707.98544069));92;Neusiedl_am_See;10713;7100;Hauptplatz 1;479.486.249;168.435.715;;;;;;285;266;UW Neusiedl;;9003;y;y;n;1385,11
MULTILINESTRING ((481311.063330657 5340262.50617788,482178.997550764 5339186.45703911));41;Baumgartenberg;41103;4342;Baumgartenberg 85;48.215.313.809.999.900;14.748.414.220.000.000;Bad Schallerbach;40802;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;431;786;UW Baumgartenberg;;9151;y;n;n;1382,46
MULTILINESTRING ((487068.479746224 5229086.54462057,488137.458629982 5229961.44873004));111;Krakau;61437;8720;Hauptplatz 15;47.215.141.000.000.000;14.829.218.900.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;232;492;UW Knittelfeld Ost;;4006;y;n;n;1381,37
MULTILINESTRING ((169716.199723822 5222731.37917836,170940.869921717 5222097.00755729));119;Ladis;70613;6532;Dorfstra�e 8;47.075.374.600.000.000;10.649.200.100.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;59;531;UW Prutz;;4149;y;y;n;1379,22
MULTILINESTRING ((427574.930912543 5351162.78342655,426413.255922018 5350424.53604516));57;Eggelsberg;40406;4070;Stadtplatz 31;48.309.508.700.000.000;14.023.233.899.999.900;Eberstalzell;41805;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;395;701;UW Eferding;;9115;y;n;n;1376,41
MULTILINESTRING ((96096.0484249819 5270156.1454877,97411.6175847774 5270518.65819727));36;;80217;6973;Hauptstra�e 15;47.459.402.150.000.000;9.640.485.943.000.000;;;Höchst;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;525;580;UW Hoechst;;9248;y;n;n;1364,6
MULTILINESTRING ((511378.332436184 5210618.00160545,510237.816621877 5211363.82796018));266;Voitsberg;61625;8570;Hauptplatz 1;47.048.980.100.000.000;15.149.801.500.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;88;347;UW Baernbach;;4178;y;n;n;1362,73
MULTILINESTRING ((222116.70190175 5239702.43799382,221035.952387451 5240526.68940456));258;Völs;70364;6176;Dorfstra�e 31;47.251.904.699.999.900;11.327.379.199.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;242;604;UW Voels;;4016;y;n;n;1359,19
MULTILINESTRING ((519599.441196923 5348660.18738055,519038.712197442 5349895.53682836));531;Weistrach;30539;3653;Kirchenplatz 37;48.290.837.699.999.900;15.264.231.600.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;357;124;UW Am Schuss;;9076;y;n;n;1356,65
MULTILINESTRING ((262011.513635919 5248557.56610097,262919.523369362 5249557.44777041));53;Fügen;70909;6263;Hauptstra�e 58;47.347.144.999.999.900;11.849.031.399.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;246;617;UW Fuegen;;4020;y;n;n;1350,65
MULTILINESTRING ((552885.954179851 5219108.88250374,553518.66429649 5217924.55140445));5;Albersdorf-Prebuch;61701;8211;Albersdorf 160;47.123.362.299.999.900;15.697.241.419.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;167;221;UW Gleidorf;;4257;y;n;n;1342,74
MULTILINESTRING ((1043402.3162951 5223010.42947169,1042553.22655538 5221980.36437407));50;Jennersdorf;10504;8282;Hauptplatz 5a;469.374.111;161.405.596.130.303;;;;;;291;741;UW Jennersdorf;;9009;y;n;n;1334,91
MULTILINESTRING ((537706.295315251 5208397.7918051,537389.255284853 5207109.45703534));177;Radmer;61112;8074;Josef-Krainer-Stra�e 40;47.028.023.949.999.900;15.496.228.510.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;469;224;UW Grambach;;9190;y;n;n;1326,77
MULTILINESTRING ((547116.647572107 5229486.01712545,547798.323302691 5228348.31309902));274;Weiz;61766;8160;Hauptplatz 7;47.217.173.099.999.900;15.622.274.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;453;220;UW Weiz;;9174;y;n;n;1326,29
MULTILINESTRING ((464087.74731476 5357130.13756077,462979.182195989 5356406.05750623));105;Haibach im Mühlkreis;41610;4232;Kirchenplatz 5;48.366.320.799.999.900;14.515.130.299.999.900;Gurten;41208;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;422;684;UW Friensdorf;;9142;y;n;n;1324,09
MULTILINESTRING ((114416.559422172 5226631.3309471,114055.79654304 5225360.61848641));78;;80122;6780;Kirchplatz 2;47.080.393.950.000.000;9.920.134.962.000.000;;;Schruns;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;536;549;UW Tschagguns;;9260;y;n;n;1320,93
MULTILINESTRING ((486376.785195719 5179434.24676735,487627.951433058 5179851.29228376));100;Schiefling am Wörthersee;20432;9433;St. Andr� 210;46.768.319.249.999.900;14.821.577.250.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;316;476;UW Sankt Andrae;;9034;y;n;n;1318,84
MULTILINESTRING ((546289.57035077 5339200.66617629,545100.345368329 5338662.64678485));430;Schwarzenau;32524;3100;Rathausplatz 1;48.204.347.800.000.000;15.623.006.699.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;351;117;UW St. Poelten;;9070;y;n;n;1305,27
MULTILINESTRING ((263874.598211014 5235845.77169771,265177.884365231 5235785.39723567));276;Zell am Ziller;70940;6283;Unterdorf 2;47.233.605.599.999.900;11.880.390.800.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;62;397;UW Zell am Ziller;;4152;y;y;n;1304,68
MULTILINESTRING ((396595.057067883 5217045.15870509,395386.09018112 5216562.76841199));80;Saalfelden am Steinernen Meer;50619;5582;Marktplatz 1;47.098.807.600.000.000;13.637.343.000.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;442;513;UW Lungau;;9162;y;n;n;1301,65
MULTILINESTRING ((516985.319620396 5368021.35360823,517850.002516157 5368984.83907305));412;Sallingberg;32522;3914;Sallingberg 31;48.465.096.400.000.000;15.229.771.899.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;356;125;UW Sallingberg;;9075;y;n;n;1294,6
MULTILINESTRING ((632680.771392512 5320658.82861423,631761.886454757 5321568.30225692));62;Bromberg;32325;2460;Hauptplatz 16;48.025.430.600.000.000;16.779.574.400.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;335;315;UW Bruck an der Leitha;;9053;y;n;n;1292,86
MULTILINESTRING ((548582.745080974 5363093.03017828,548172.713592448 5361868.0537686));406;Rohrendorf bei Krems;31337;3495;Obere Hauptstra�e 6;48.419.114.700.000.000;15.656.620.200.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;349;137;UW Huette Krems;;9068;y;n;n;1291,78
MULTILINESTRING ((551531.633790696 5348248.28476888,552818.554601026 5348188.05710699));194;Herzogenburg;31912;3130;Rathausplatz 8;48.285.337.499.999.900;15.694.655.330.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;125;141;UW Herzogenburg;;4215;y;n;n;1288,33
MULTILINESTRING ((459607.347323131 5191018.34423281,459154.332337634 5189814.46883594));3;Althofen;20501;9330;Hauptplatz 8;46.871.477.100.000.000;14.469.965.699.999.900;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;320;502;UW Treibach;;9038;y;n;n;1286,29
MULTILINESTRING ((521141.76980505 5406968.63411881,520265.882169641 5406034.4040822));511;Waidhofen an der Thaya;32220;3830;Hauptplatz 1;48.815.342.800.000.000;15.287.986.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;354;71;UW Waidhofen an der Thaya;;9073;y;n;n;1280,61
MULTILINESTRING ((490425.83204977 5329987.55029313,490087.473340528 5328755.86055996));17;Amstetten;30502;3363;Rathausstra�e 1;48.123.074.099.999.900;14.871.345.900.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;334;94;UW Amstetten;;9052;y;n;n;1277,32
MULTILINESTRING ((536590.023203845 5206116.67269367,537389.255284853 5207109.45703534));75;Halbenrain;62326;8077;Bundesstra�e 83;47.007.560.200.000.000;15.481.354.000.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;469;224;UW Grambach;;9190;y;n;n;1274,52
MULTILINESTRING ((356771.362399264 5286582.14735594,356169.858290043 5285460.95153792));46;Kleinarl;50414;5412;Halleiner Landesstr. 26;47.716.722.900.000.000;13.090.327.000.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;437;56;UW Oberalm;;9157;y;n;n;1272,36
MULTILINESTRING ((225694.908483208 5237571.0170123,226955.800476748 5237741.1330419));145;Natters;70332;6161;Innsbrucker Stra�e 4;47.234.268.649.999.900;11.375.879.800.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;519;599;UW Vill;;9241;y;y;n;1272,32
MULTILINESTRING ((431152.683146246 5334460.46929719,430066.193877302 5335120.6437257));350;St. Oswald bei Haslach;41333;4600;Gemeinde Schlei�heim;48.159.660.350.000.000;14.074.193.500.000.000;St. Marienkirchen bei Schärding;41419;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;116;719;UW Wels-Ost;;4206;y;n;n;1271,33
MULTILINESTRING ((272011.267971252 5262807.79785902,272026.85719494 5261539.56720325));27;Breitenbach am Inn;70505;6252;Dorf 94;47.478.752.999.999.900;11.973.901.500.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;497;620;UW Kundl;;9219;y;n;n;1268,33
MULTILINESTRING ((524859.527819396 5235438.01288473,524007.076786565 5236374.95513136));51;Gaal;62008;8131;Brucker Stra�e 2;47.271.949.900.000.000;15.328.660.500.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;235;242;UW Frohnleiten;;4009;y;n;n;1266,7
MULTILINESTRING ((358771.904156346 5346126.24419506,357596.07140708 5346592.08906824));326;St. Aegidi;41417;4963;St. Peter 39;48.252.601.700.000.000;13.097.402.400.000.000;Sierning;41516;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;89;40;UW St. Peter;;4179;y;y;y;1264,75
MULTILINESTRING ((555140.576411065 5355452.79122997,555940.611291815 5356398.08986715));495;Traismauer;31943;3133;Wiener Stra�e 8;48.349.844.599.999.900;15.744.242.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;265;147;UW Stollhofen;;4039;y;n;n;1238,4
MULTILINESTRING ((516132.723472908 5184535.1627659,517284.849388516 5184988.07817895));29;Ebersdorf;62209;8524;Hauptplatz 35;46.814.166.600.000.000;15.211.469.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;458;735;UW Deutschlandsberg;;9179;y;n;n;1237,95
MULTILINESTRING ((604692.652866594 5348516.9183789,605408.879151843 5347518.81293108));21;Floridsdorf;90021;;;;;;;;;;545;338;UW Leopoldau;;9270;y;n;n;1228,492807
MULTILINESTRING ((419653.859319868 5317228.37669636,418437.980134145 5317395.48578503));402;Vorchdorf;40720;4655;Schlo�platz 7;48.003.300.400.000.000;13.922.833.799.999.900;Unterweitersdorf;40622;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;430;29;UW Vorchdorf;;9150;y;n;n;1227,31
MULTILINESTRING ((602419.336837758 5358103.67685701,602126.833208222 5356913.48707341));477;Stetten;31229;2100;Schulgasse 2;48.367.789.299.999.900;16.382.869.299.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;133;82;UW Bisamberg;;4223;y;y;y;1225,61
MULTILINESTRING ((521062.849764592 5406947.94327332,520265.882169641 5406034.4040822));490;Thaya;32217;3830;Hauptplatz 1;48.815.159.350.000.000;15.286.909.930.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;354;71;UW Waidhofen an der Thaya;;9073;y;n;n;1212,32
MULTILINESTRING ((577051.473681015 5283459.88627931,577353.326076194 5284631.82430035));545;Wimpassing im Schwarzatale;31846;2632;Bundesstra�e 40;47.699.925.899.999.900;16.026.987.599.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;383;258;UW Schoeller;;9103;y;n;n;1210,19
MULTILINESTRING ((570210.12606341 5280570.35383777,570049.319315381 5279375.75978274));129;Gloggnitz;31810;2671;Sparkassenplatz 5;47.674.710.099.999.900;15.935.350.320.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;372;168;UW Hart;;9091;y;n;n;1205,37
MULTILINESTRING ((522492.112303936 5178200.28759697,521455.388049852 5177591.67323522));211;St. Johann im Saggautal;61032;8551;Sulb 72;46.756.974.800.000.000;15.294.516.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;460;736;UW Bergla;;9181;y;n;n;1202,17
MULTILINESTRING ((582827.725990384 5310894.54180667,581973.950868023 5311740.25529587));46;Bernhardsthal;31604;2560;Karl-Kislinger-Platz 2�3;47.946.007.399.999.900;16.109.208.299.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;392;156;UW Pottenstein;;9112;y;n;n;1201,73
MULTILINESTRING ((489161.06297181 5230583.47328461,488137.458629982 5229961.44873004));209;St. Georgen ob Judenburg;62026;8715;Dorfstra�e 19;47.228.648.800.000.000;14.856.818.400.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;232;492;UW Knittelfeld Ost;;4006;y;n;n;1197,78
MULTILINESTRING ((409730.289406574 5312627.18184101,410245.622248966 5313701.02476328));232;Ort im Innkreis;41220;4694;W�hrerstra�e 2;47.960.587.300.000.000;13.790.788.900.000.000;Oepping;41325;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;180;22;UW Ohlsdorf;;4270;y;n;n;1191,09
MULTILINESTRING ((572558.792633126 5235823.73782338,573433.394668148 5235016.6470841));80;Haselsdorf-Tobelbad;60618;8274;Schildbach 200;47.271.876.900.000.000;15.959.280.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;472;213;UW Hartberg;;9193;y;n;n;1190,09
MULTILINESTRING ((410299.130064481 5307893.52686208,409279.106967656 5308504.66845618));90;Goldwörth;41608;4810;Rathausplatz 1;47.918.086.600.000.000;13.799.393.500.000.000;Geinberg;41207;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;411;23;UW Gmunden;;9131;y;n;n;1189,09
MULTILINESTRING ((1037749.23505502 5271170.0763005,1037781.3321486 5269983.6786593));111;Pinkafeld;10918;7423;Hauptplatz 1;473.720.493;161.244.002.355.512;;;;;;290;761;UW Pinkafeld;;9008;y;n;n;1186,83
MULTILINESTRING ((371866.156422185 5340764.14974273,371561.598019558 5339624.62928914));335;St. Georgen im Attergau;41734;5273;St. Veit 31;48.207.164.800.000.000;13.275.339.799.999.900;St. Georgen am Fillmannsbach;40435;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;252;37;UW Rossbach;;4026;y;n;n;1179,52
